"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"1570",94078,"AL39944","Limited Distillery","Active","CITY DISTILLING LLC","CITY DISTILLING LLC","7600 STATE RD, PHILADELPHIA PA 19136","3322 TUDOR ST, PHILADELPHIA PA 19136","7600 STATE ROAD LP","MARGARET   CAMPBELL","Philadelphia County","Philadelphia City","Jan 29,2026","Dec 31,2026",-75.0258512,40.0296515
"1571",55826,"AL1","Limited Distillery","Active","PHILADELPHIA DISTILLING LLC","INFINITE NICHES","25 E ALLEN ST, PHILADELPHIA PA 19123-1753","25 E ALLEN ST, PHILADELPHIA PA 19123-1753","ANDREW AUWERDA","AARON M SELYA","Philadelphia County","Philadelphia City","Dec 18,2025","Dec 31,2026",-75.1362683,39.9660145
"1572",70885,"AL41","Limited Distillery","Active","RED BRICK CRAFT DISTILLERY","RED BRICK CRAFT DISTILLERY","2628 MARTHA ST UNIT SL-H, PHILADELPHIA PA 19125-1421","2628 MARTHA ST UNIT SL-H, PHILADELPHIA PA 19125-1421","MAGELLA REAL ESTATE","BRIAN FORREST","Philadelphia County","Philadelphia City","Dec 29,2025","Dec 31,2026",-75.1223796,39.9850613
"1573",86353,"AN34064","Alcohol Non-Beverage","Active","CUSTOM CO-PAK LLC","CUSTOM CO-PAK LLC","3737-39 FRANKFORD AVE, PHILADELPHIA PA 19124","3737-39 FRANKFORD AVE, PHILADELPHIA PA 19124",NA,NA,"Philadelphia County","Philadelphia City","Sep 12,2024","Dec 31,2028",-75.0970977,40.0002759
"1574",111333,"AN50277","Alcohol Non-Beverage","Active","ILLADELPH GLASS INC","ILLADELPH GLASS","7814 NIXON ST, PHILADELPHIA PA 19128-4001","7814 NIXON ST, PHILADELPHIA PA 19128-4001",NA,NA,"Philadelphia County","Philadelphia City","May 10,2022","Dec 31,2026",-75.2503415,40.0447251
"1575",72080,"AN3183","Alcohol Non-Beverage","Active","SPARK THERAPEUTICS INC","SPARK THERAPEUTICS INC","3737 MARKET ST STE 1300, PHILADELPHIA PA 19104-5543","3737 MARKET ST STE 1300, PHILADELPHIA PA 19104-5543",NA,NA,"Philadelphia County","Philadelphia City","Jan 31,2025","Dec 31,2028",-75.1971637,39.9569127
"1576",135642,"AN62274","Alcohol Non-Beverage","Active","AMERICAN NATIONAL RED CROSS","AMERICAN NATIONAL RED CROSS","700 SPRING GARDEN ST, PHILADELPHIA PA 19123-3508","700 SPRING GARDEN ST, PHILADELPHIA PA 19123-3508",NA,NA,"Philadelphia County","Philadelphia City","Sep 2,2026","Dec 31,2028",-75.1507905,39.9599862
"1577",116794,"AN53556","Alcohol Non-Beverage","Active","CENTURY THERAPEUTICS LLC","1UCITY","25 N 38TH ST 11TH FL, PHILADELPHIA PA 19104-5956","25 N 38TH ST 11TH FL, PHILADELPHIA PA 19104-5956",NA,NA,"Philadelphia County","Philadelphia City","Sep 24,2024","Dec 31,2028",-75.195706,39.9580765
"1578",110842,"AR51074","Airport Restaurant (Liquor)","Active","PHL CONNECTOR JOINT VENTURE LLC","BUD & MARILYNS","PHILADELPHIA INTERNATIONAL AIRPORT  8500 ESSINGTON AVE, PHILADELPHIA PA 19153","PHILADELPHIA INTERNATIONAL AIRPORT  8500 ESSINGTON AVE, PHILADELPHIA PA 19153","CITY OF PHILADELPHIA","JOANNE J PLESSAS","Philadelphia County","Philadelphia City","Aug 28,2025","Oct 31,2026",-75.2436987,39.8729797
"1579",70506,"AR153","Airport Restaurant (Liquor)","Active","HOST INTERNATIONAL INC","LA TAPENADE","PHILADELPHIA INTERNATIONAL AIRPORT  8800 ESSINGTON AVE  TERMINAL A  SPACE AW-13, PHILADELPHIA PA 19153-7080","PHILADELPHIA INTERNATIONAL AIRPORT  8800 ESSINGTON AVE  TERMINAL A  SPACE AW-13, PHILADELPHIA PA 19153-7080","MARKETPLACE PHILADELPHIA LIMITED PARTNERSHIP","STANLEY A LOWE JR","Philadelphia County","Philadelphia City","Aug 21,2025","Oct 31,2026",-75.2436987,39.8729797
"1580",23099,"C2356","Club (Liquor)","Safekeeping","FRANKFORD MEMORIAL POST NO 100 AMERICAN VETERANS OF WORLD WAR II-AMVETS","FRANKFORD MEMORIAL POST NO 100 AMERICAN VETERANS OF WORLD WAR II-AMVETS","4009 O ST, PHILADELPHIA PA 19124-5304","4009 O ST, PHILADELPHIA PA 19124-5304","FRANKFORD MEMORIAL POST NO 100 AMERICAN VETERANS OF WORLD WAR II-AMVETS","EFRAIN DELGADO","Philadelphia County","Philadelphia City","Aug 31,2026","Oct 31,2026",-75.0964875,40.0072527
"1581",1471,"C3005","Club (Liquor)","Active","TACONY-MAYFAIR LODGE NO 447","TACONY-MAYFAIR LODGE NO 447","4741 FRIENDSHIP ST, PHILADELPHIA PA 19135-1331","4741 FRIENDSHIP ST, PHILADELPHIA PA 19135-1331","TACONY-MAYFAIR LODGE NO 447","GEORGEANNE LABOVITZ","Philadelphia County","Philadelphia City","Aug 13,2025","Oct 31,2026",-75.036932,40.0280838
"1582",1515,"C3129","Club (Liquor)","Active","MICHAEL J CRESCENZ RISING SUN POST NO. 2819","MICHAEL J CRESCENZ RISING SUN POST NO. 2819","6850 MARTINS MILL RD, PHILADELPHIA PA 19111-4635","6850 MARTINS MILL RD, PHILADELPHIA PA 19111-4635","MICHAEL J CRESCENZ RISING SUN POST NO. 2819","FRANK J DEFRANCO","Philadelphia County","Philadelphia City","Sep 19,2025","Oct 31,2026",-75.0934603,40.0567381
"1583",1652,"C3506","Club (Liquor)","Active","MADISON ATHLETIC ASSN.","MADISON ATHLETIC ASSN.","3299 1/2 GAUL ST, PHILADELPHIA PA 19134-4524","3299 1/2 GAUL ST, PHILADELPHIA PA 19134-4524","MADISON ATHLETIC ASSN.","JOHN J MUHOLLAND","Philadelphia County","Philadelphia City","Sep 16,2025","Oct 31,2026",-75.1026339,39.9881586
"1584",1293,"C2496","Club (Liquor)","Active","ITALO-AMERICAN BOCCE SOCIAL CLUB OF PHILADELPHIA","ITALO-AMERICAN BOCCE SOCIAL CLUB OF PHILADELPHIA","2001 POINT BREEZE AVE, PHILADELPHIA PA 19145-2617","2001 POINT BREEZE AVE, PHILADELPHIA PA 19145-2617","FOB LLC","ROBERT CUSATO","Philadelphia County","Philadelphia City","Oct 27,2025","Oct 31,2026",-75.186959,39.9273766
"1585",1717,"CC61520","Catering Club (Liquor)","Active","CHESTNUT HILL ATHLETIC BOCCE CLUB","CHESTNUT HILL ATHLETIC BOCCE CLUB","118-120 E HARTWELL LN, PHILADELPHIA PA 19118-3406","118-120 E HARTWELL LN, PHILADELPHIA PA 19118-3406","CHESTNUT HILL ATHLETIC BOCCE CLUB","CLINT HORNBERGER","Philadelphia County","Philadelphia City","Nov 26,2025","Oct 31,2026",-75.201933,40.0736292
"1586",3039,"CC845","Catering Club (Liquor)","Active","CASIMIR PULASKI POLISH AMERICAN BENEFICIAL ASSN","CASIMIR PULASKI POLISH AMERICAN BENEFICIAL ASSN","1653 W HUNTING PARK AVE, PHILADELPHIA PA 19140-2909","1653 W HUNTING PARK AVE, PHILADELPHIA PA 19140-2909","GERALD W SAUNDERS SR","ROBERT WILLIAMS","Philadelphia County","Philadelphia City","Oct 28,2025","Oct 31,2026",-75.1548591,40.0158405
"1587",85221,"D2539","Distributor (Malt)","Active","G&P BEER DISTRIBUTOR INC","G&P BEER DISTRIBUTOR INC","2065 E GLENWOOD AVE, PHILADELPHIA PA 19124","2065 E GLENWOOD AVE, PHILADELPHIA PA 19124","2049-59 GLENWOOD AVE, LLC.","NORMA E MALDONADO","Philadelphia County","Philadelphia City","May 4,2026","Oct 31,2026",-75.0979967,40.0009627
"1588",69833,"D2379","Distributor (Malt)","Active","ACADEMY BEVERAGE LLC","ACADEMY BEVERAGE LLC","3091 HOLME AVE, PHILADELPHIA PA 19136-1101","3091 HOLME AVE, PHILADELPHIA PA 19136-1101","SHI PAN","ZEYUAN YU","Philadelphia County","Philadelphia City","Dec 16,2025","Oct 31,2026",-75.0151877,40.0569015
"1589",71614,"D1735","Distributor (Malt)","Active","777 LUCKY BEER DISTRIBUTOR LLC","777 LUCKY BEER DISTRIBUTOR LLC","1400 E CHELTENHAM AVE, PHILADELPHIA PA 19124-1102","1400 E CHELTENHAM AVE, PHILADELPHIA PA 19124-1102",NA,"EN YANG","Philadelphia County","Philadelphia City","Jul 23,2025","Oct 31,2026",-75.0826963,40.0303162
"1590",73372,"D3941","Distributor (Malt)","Active","BEVERAGE ONE LLC","BEVERAGE ONE LLC","1701 WELSH RD. UNIT 1, PHILADELPHIA PA 19115-3172","4141 WOERNER AVE 3A PO BOX 0444, LEVITTOWN PA 19057-0444",NA,"MINAL H MEHTA","Philadelphia County","Philadelphia City","Aug 18,2025","Oct 31,2026",-75.0391721,40.085986
"1591",126290,"D3706","Distributor (Malt)","Active","3801 ML INC","3801 ML INC","3801 GERMANTOWN AVE, PHILADELPHIA PA 19140","3801 GERMANTOWN AVE, PHILADELPHIA PA 19140","3801 ML INC","MEILIN LIM","Philadelphia County","Philadelphia City","Nov 12,2025","Oct 31,2026",-75.1512444,40.0110159
"1592",32877,"E1716","Eating Place Retail Dispenser (Malt)","Active","255 LATIMER DELI, INC.","LATIMER DELICATESSEN","255-257 S 15TH ST, PHILADELPHIA PA 19102-5062","255-257 S 15TH ST, PHILADELPHIA PA 19102-5062",NA,"THOMAS WOO","Philadelphia County","Philadelphia City","Jul 23,2025","Oct 31,2026",-75.1661437,39.9478158
"1593",50781,"E199","Eating Place Retail Dispenser (Malt)","Active","CITY VIEW PIZZA, INC.","CITY VIEW PIZZA","1547 SPRING GARDEN ST, PHILADELPHIA PA 19130-4008","1547 SPRING GARDEN ST, PHILADELPHIA PA 19130-4008",NA,"JOHN KERENTZIS","Philadelphia County","Philadelphia City","Aug 27,2025","Oct 31,2026",-75.1645154,39.9630525
"1594",62091,"E3858","Eating Place Retail Dispenser (Malt)","Active","CHUN 7129, INC.","CHUN 7129, INC.","2501 W STERNER ST, PHILADELPHIA PA 19132-3215","2501 W STERNER ST, PHILADELPHIA PA 19132-3215",NA,"SOTHAVY CHUN","Philadelphia County","Philadelphia City","Sep 16,2025","Oct 31,2026",-75.172394,39.9968319
"1595",45857,"E129","Eating Place Retail Dispenser (Malt)","Active","CHEF'S DELI, INC.","CHEF'S DELI, INC.","2416 RHAWN ST, PHILADELPHIA PA 19152-3326","2416 RHAWN ST, PHILADELPHIA PA 19152-3326",NA,"ALLEN S UNG","Philadelphia County","Philadelphia City","Aug 6,2025","Oct 31,2026",-75.0479334,40.0569782
"1596",69195,"E146","Eating Place Retail Dispenser (Malt)","Active","JJP# 8, INC","JJP# 8, INC","6501 ELMWOOD AVE, PHILADELPHIA PA 19142-2816","6501 ELMWOOD AVE, PHILADELPHIA PA 19142-2816",NA,"DAI NGUYEN","Philadelphia County","Philadelphia City","Oct 2,2025","Oct 31,2026",-75.2306187,39.9222715
"1597",60937,"E4684","Eating Place Retail Dispenser (Malt)","Active","BEST BEER INC","BEST BEER INC","6603 CHEW AVE, PHILADELPHIA PA 19119-2002","6603 CHEW AVE, PHILADELPHIA PA 19119-2002",NA,"MAILY LAI","Philadelphia County","Philadelphia City","Jul 18,2025","Oct 31,2026",-75.1788881,40.0543352
"1598",85539,"E132","Eating Place Retail Dispenser (Malt)","Safekeeping","VI FRANKFORD INC","VI FRANKFORD INC","7360 FRANKFORD AVE, PHILADELPHIA PA 19136-3829","7360 FRANKFORD AVE, PHILADELPHIA PA 19136-3829","ZHOU W NI","ZHOU W NI","Philadelphia County","Philadelphia City","Sep 1,2026","Oct 31,2026",-75.0386094,40.0378625
"1599",59486,"E3346","Eating Place Retail Dispenser (Malt)","Active","RIDGE MART INC","RIDGE MART INC","2248 RIDGE AVE, PHILADELPHIA PA 19121-2930","2248 RIDGE AVE, PHILADELPHIA PA 19121-2930",NA,"JEONG SHIN","Philadelphia County","Philadelphia City","May 15,2026","Oct 31,2026",-75.172425,39.9803416
"1600",115592,"G54057","Brewery","Active","TOSKA BREW HOUSE LLC","TOSKA RESTAURANT AND BREWERY","7136 GERMANTOWN AVE, PHILADELPHIA PA 19119","1065 BIRCH LANE, GARNET VALLEY PA 19060","BRINTON HOUSING PARTNERS LP","PERPARIM OSMANOLLAJ","Philadelphia County","Philadelphia City","Dec 26,2025","Dec 31,2026",-75.1904446,40.0591708
"1601",83231,"G33216","Brewery","Active","WEST BROAD PROPERTIES FUND LLC","SECOND DISTRICT BREWING COMPANY","1939 S BANCROFT ST, PHILADELPHIA PA 19145","1939 S BANCROFT ST, PHILADELPHIA PA 19145","WEST BROAD PROPERTIES FUND LLC","CURTIS DECKER","Philadelphia County","Philadelphia City","Mar 25,2026","Dec 31,2026",-75.1730463,39.9263624
"1602",115094,"G52642","Brewery","Active","FUTURE DAYS BEER COMPANY LLC","FUTURE DAYS BEER COMPANY","433 FAIRMOUNT AVE, PHILADELPHIA PA 19123","445 BELGRADE ST, PHILADELPHIA PA 19125","CAPE AIR, LLC","SEAN P MCGUIRE","Philadelphia County","Philadelphia City","Oct 29,2025","Dec 31,2026",-75.1457476,39.9633159
"1603",71833,"G602","Brewery","Active","JUSTOP LLC","BREWERY TECHNE","1720-30 FAIRMOUNT AVE, PHILADELPHIA PA 19130-2858","1720-30 FAIRMOUNT AVE, PHILADELPHIA PA 19130-2858",NA,"JULIANE KEENER","Philadelphia County","Philadelphia City","Oct 22,2025","Dec 31,2026",-75.166276,39.966992
"1604",102732,"GA45112","Grain Alcohol","Active","BRIAN S PARKER","BRIAN S PARKER","4648 LINMORE AVE, PHILADELPHIA PA 19143","4648 LINMORE AVE, PHILADELPHIA PA 19143",NA,NA,"Philadelphia County","Philadelphia City","Oct 7,2025","Dec 31,2030",-75.2093606,39.9427713
"1605",131830,"GS61466","Brewery Storage","Active","CATAMOUNT LIQUIDS LLC","CARBON COPY SOUTH PHILLY","613 S 7TH ST 1ST FL, PHILADELPHIA PA 19147-2126","613 S 7TH ST 1ST FL, PHILADELPHIA PA 19147-2126","CENTER CITY PROPERTIES LLC","PRITHI S CHANDRA","Philadelphia County","Philadelphia City","Dec 22,2025","Dec 31,2026",-75.1539342,39.9416474
"1606",95057,"H43230","Hotel (Liquor)","Active","TWELFTH STREET HOTEL ASSOCIATES LLC","LOEWS HOTEL","1200 MARKET ST, PHILADELPHIA PA 19107-3671","1200 MARKET ST, PHILADELPHIA PA 19107-3671","TWELFTH STREET HOTEL ASSOCIATES LLC","DANIEL J RIVAS","Philadelphia County","Philadelphia City","May 28,2026","Oct 31,2026",-75.1602673,39.9515991
"1607",32965,"H90","Hotel (Liquor)","Active","VILLAGE OF COTTAGE GREEN, INC.","VILLAGE OF COTTAGE GREEN, INC.","9001 ASHTON RD, PHILADELPHIA PA 19136","9001 ASHTON RD, PHILADELPHIA PA 19136","9001 REALTY ASSOC","ALAN GIANNONE","Philadelphia County","Philadelphia City","Jul 31,2025","Oct 31,2026",-75.0228355,40.0611004
"1608",131165,"H5565","Hotel (Liquor)","Active","VRISHA LODGING LLC","RED CARPET INN & SUITES","11550 ROOSEVELT BLVD, PHILADELPHIA PA 19116-3032","11550 ROOSEVELT BLVD, PHILADELPHIA PA 19116-3032","POOJA 11580 LLC","DEVANG A PATEL","Philadelphia County","Philadelphia City","Sep 29,2025","Oct 31,2026",-75.0044001,40.1030014
"1609",120665,"H3438","Hotel (Liquor)","Active","SOCIETY HILL HOTEL OPERATIONS LLC","SOCIETY HILL HOTEL OPERATIONS LLC","301 CHESTNUT ST, PHILADELPHIA PA 19106-2702","301 CHESTNUT ST, PHILADELPHIA PA 19106-2702","SHH PARTNERS LLC","RENEE D ROWLETT","Philadelphia County","Philadelphia City","Apr 10,2026","Oct 31,2026",-75.1461255,39.9488176
"1610",99239,"I43526","Importer","Active","ESPANOLA SPIRITS LTD LLC","ESPANOLA SPIRITS LTD LLC","2937-51 N MARSHALL ST, PHILADELPHIA PA 19133","2937-51 N MARSHALL ST, PHILADELPHIA PA 19133",NA,"ILYA ZAMARIN","Philadelphia County","Philadelphia City","Mar 5,2026","Jun 30,2027",-75.141637,39.9965842
"1611",71008,"I892","Importer","Active","KAGAN IMPORTS LLC","KAGAN IMPORTS LLC","130 S 18TH ST UNIT 804, PHILADELPHIA PA 19103-4926","130 S 18TH ST UNIT 804, PHILADELPHIA PA 19103-4926",NA,NA,"Philadelphia County","Philadelphia City","May 4,2026","Jun 30,2027",-75.1710276,39.9506911
"1612",61974,"ID956","Importing Distributor (Malt)","Active","4508 CITY LINE BEVERAGES INC","4508 CITY LINE BEVERAGES INC","3680 S GALLOWAY ST, PHILADELPHIA PA 19148-5402","3680 S GALLOWAY ST, PHILADELPHIA PA 19148-5402",NA,"JOHN BORIS","Philadelphia County","Philadelphia City","Aug 1,2025","Oct 31,2026",-75.1574346,39.9007283
"1613",128743,"ID61465","Importing Distributor (Malt)","Active","7080 BEVERAGE INC","7080 BEVERAGE INC","442 N 8TH ST, PHILADELPHIA PA 19123","1304 VIRGINIA AVE, HAVERTOWN PA 19083-2020","8TH STREET INVESTMENT GROUP LLC","SUPING HUANG","Philadelphia County","Philadelphia City","Nov 3,2025","Oct 31,2026",-75.1523547,39.9598191
"1614",102254,"J45520","Bailee For Hire","Active","KLS LOGISTICS INC","DHL SUPPLY CHAIN (USA)","11601 ROOSEVELT BLVD, PHILADELPHIA PA 19154","360 WESTAR BLVD DEPT 555, WESTERVILLE OH 43082","NP ROOSEVELT INDUSTRIAL II LLC","REGINA A ECKLEY","Philadelphia County","Philadelphia City","May 26,2026","Dec 31,2026",-75.0032069,40.1010667
"1615",94011,"LK40777","Limited Winery","Active","ESPANOLA SPIRITS LTD LLC","ESPANOLA SPIRITS LTD LLC","2937-51 N MARSHALL ST, PHILADELPHIA PA 19133","2937-51 N MARSHALL ST, PHILADELPHIA PA 19133","IMPORT DRAG PERFORMANCE, LLC","ILYA ZAMARIN","Philadelphia County","Philadelphia City","Oct 7,2025","Dec 31,2026",-75.141637,39.9965842
"1616",119153,"PV58361","Public Venue Restaurant","Active","ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC / ARAMARK SPORTS AND ENTERTAINMENT GROUP LLC","PENNSYLVANIA CONVENTION CENTER","1101 ARCH ST, PHILADELPHIA PA 19107-2208","1101 ARCH ST, PHILADELPHIA PA 19107-2208",NA,"EUGENE T DONATO","Philadelphia County","Philadelphia City","Mar 13,2026","Oct 31,2026",-75.1600104,39.9553197
"1617",49174,"PV28","Public Venue Restaurant","Active","ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC","WELLS FARGO SPORTS COMPLEX","BROAD ST & PATTISON AVE, PHILADELPHIA PA 19148","BROAD ST & PATTISON AVE, PHILADELPHIA PA 19148",NA,"CHRISTINE FLANIGAN","Philadelphia County","Philadelphia City","Oct 14,2025","Oct 31,2026",-75.169548,39.9253454
"1618",90360,"PV37261","Public Venue Restaurant","Active","ARAMARK EDUCATIONAL SERVICES LLC","CAMPION CENTER","2401 CARDINAL AVE, PHILADELPHIA PA 19131-1307","2401 CARDINAL AVE, PHILADELPHIA PA 19131-1307",NA,"MABEL L DAVIDSON","Philadelphia County","Philadelphia City","Aug 26,2026","Oct 31,2026",-75.2396999,39.9923773
"1619",41501,"R8153","Restaurant (Liquor)","Active","BREAD & RACE, INC.","BREAD & RACE","228 RACE ST, PHILADELPHIA PA 19106-1917","228 RACE ST, PHILADELPHIA PA 19106-1917","BREAD & RACE, INC.","JESSICA MCGAHAN","Philadelphia County","Philadelphia City","Dec 1,2025","Oct 31,2026",-75.1439805,39.9537185
"1620",39903,"R3271","Restaurant (Liquor)","Active","ROCK OF AGES, INC.","ROCK OF AGES, INC.","530 SOUTH ST, PHILADELPHIA PA 19147-2219","530 SOUTH ST, PHILADELPHIA PA 19147-2219","MIDWOOD MANAGEMENT","ROBERT S PERRY","Philadelphia County","Philadelphia City","Feb 4,2026","Oct 31,2026",-75.1519024,39.9417232
"1621",52115,"R15583","Restaurant (Liquor)","Active","MARCK'S, LLC","MARCK'S, LLC","4116-28 RIDGE AVE, PHILADELPHIA PA 19129-1534","4116-28 RIDGE AVE, PHILADELPHIA PA 19129-1534",NA,"MARK E SHERMAN","Philadelphia County","Philadelphia City","Aug 28,2025","Oct 31,2026",-75.1924083,40.0079052
"1622",56206,"R5986","Restaurant (Liquor)","Active","EMAN LLC","THE COTTAGE","6140-46 MARKET ST, PHILADELPHIA PA 19139-3001","6140-46 MARKET ST, PHILADELPHIA PA 19139-3001",NA,"YOSEF YEMANE","Philadelphia County","Philadelphia City","Oct 31,2025","Oct 31,2026",-75.2442941,39.9621875
"1623",71136,"R4451","Restaurant (Liquor)","Active","3528 TNT INC","3528 TNT INC","3528 N 17TH ST, PHILADELPHIA PA 19140-4002","3528 N 17TH ST, PHILADELPHIA PA 19140-4002",NA,"VENG TAN","Philadelphia County","Philadelphia City","Jul 9,2025","Oct 31,2026",-75.1567984,40.0074653
"1624",68436,"R734","Restaurant (Liquor)","Active","C-TOWN RESTAURANT AND BAR LLC","C-TOWN RESTAURANT AND BAR LLC","101 N 11TH ST, PHILADELPHIA PA 19107-2302","101 N 11TH ST, PHILADELPHIA PA 19107-2302",NA,"BUU LY","Philadelphia County","Philadelphia City","Jun 26,2026","Oct 31,2026",-75.1578357,39.9543618
"1625",28723,"R14274","Restaurant (Liquor)","Active","FEZ FINE MOROCCAN CUISINE, INC.","FEZ FINE MOROCCAN CUISINE, INC.","620 S 2ND ST, PHILADELPHIA PA 19147","620 S 2ND ST, PHILADELPHIA PA 19147",NA,"TONY E SAWAN","Philadelphia County","Philadelphia City","Jul 21,2025","Oct 31,2026",-75.1459327,39.9405906
"1626",43815,"R6697","Restaurant (Liquor)","Active","CONROY CATERING AT KNOWLTON MANSION, INC.","CONROY CATERING AT KNOWLTON MANSION, INC.","8001-8101 VERREE RD, PHILADELPHIA PA 19111","8001-8101 VERREE RD, PHILADELPHIA PA 19111",NA,"RICHARD J PRICE","Philadelphia County","Philadelphia City","Jul 8,2025","Oct 31,2026",-75.0746188,40.0730894
"1627",71339,"R426","Restaurant (Liquor)","Active","LUCKY 13 UNLIMITED LLC","LUCKY 13 UNLIMITED LLC","4801-03 UMBRIA ST, PHILADELPHIA PA 19127-1916","4801-03 UMBRIA ST, PHILADELPHIA PA 19127-1916",NA,"HENRY NEWMAN","Philadelphia County","Philadelphia City","Oct 20,2025","Oct 31,2026",-75.2323698,40.0326407
"1628",50319,"R9067","Restaurant (Liquor)","Active","1525 M & J, INC.","1525 M & J, INC.","1525 S 9TH ST, PHILADELPHIA PA 19147-6426","1525 S 9TH ST, PHILADELPHIA PA 19147-6426",NA,"JOSEPH DESIMONE","Philadelphia County","Philadelphia City","Sep 8,2025","Oct 31,2026",-75.1596533,39.9298655
"1629",27907,"R735","Restaurant (Liquor)","Active","DELILAH'S DEN OF PHILADELPHIA, INC.","DELILAH'S DEN OF PHILADELPHIA, INC.","100 SPRING GARDEN ST, PHILADELPHIA PA 19123-3122","100 SPRING GARDEN ST, PHILADELPHIA PA 19123-3122",NA,"NANCY L BECKER","Philadelphia County","Philadelphia City","Jul 29,2025","Oct 31,2026",-75.1393514,39.9599639
"1630",40262,"R13581","Restaurant (Liquor)","Active","REALE' RESTAURANT & LOUNGE, INC.","REALE' RESTAURANT & LOUNGE, INC.","7233-35 FRANKFORD AVE, PHILADELPHIA PA 19135-1010","7233-35 FRANKFORD AVE, PHILADELPHIA PA 19135-1010",NA,"GARY GOLDMAN","Philadelphia County","Philadelphia City","Jul 29,2025","Oct 31,2026",-75.0412414,40.0361944
"1631",116982,"R7340","Restaurant (Liquor)","Active","LOCH BAR PHILLY LLC","LOCH BAR PHILLY LLC","301 S BROAD  ST, PHILADELPHIA PA 19107","755 S BROAD ST, PHILADELPHIA PA 19147","BROAD & SPRUCE ASSOCIATES LP","LYNN M RINALDI","Philadelphia County","Philadelphia City","Nov 5,2025","Oct 31,2026",-75.1647227,39.94654
"1632",60538,"R4160","Restaurant (Liquor)","Active","LUCKY 13 PUB LLC","LUCKY 13 PUB LLC","1820 S 13TH ST, PHILADELPHIA PA 19148-2136","1820 S 13TH ST, PHILADELPHIA PA 19148-2136",NA,"CLARK NEWMAN","Philadelphia County","Philadelphia City","Aug 20,2025","Oct 31,2026",-75.1671395,39.9271722
"1633",104320,"R8691","Restaurant (Liquor)","Active","BRUU BEER AND BEVERAGE INC","BRUU BEER AND BEVERAGE INC","218 N 11TH ST, PHILADELPHIA PA 19107","218 N 11TH ST, PHILADELPHIA PA 19107","212 NORTH 11TH ST LP","CARMEN LAM","Philadelphia County","Philadelphia City","Sep 22,2025","Oct 31,2026",-75.1575788,39.9561756
"1634",72075,"R15590","Restaurant (Liquor)","Active","PLENTY RITTENHOUSE LLC","PLENTY RITTENHOUSE LLC","1602 SPRUCE ST, PHILADELPHIA PA 19103-6740","1602 SPRUCE ST, PHILADELPHIA PA 19103-6740",NA,"KAITLYN E CARUKE","Philadelphia County","Philadelphia City","Apr 3,2026","Oct 31,2026",-75.1682801,39.947256
"1635",38043,"R4548","Restaurant (Liquor)","Active","PIETRO'S WALNUT PIZZERIA INC","PIETRO'S WALNUT PIZZERIA INC","1714 WALNUT ST, PHILADELPHIA PA 19103-6101","1714 WALNUT ST, PHILADELPHIA PA 19103-6101",NA,"EUGENIA PASHALIS","Philadelphia County","Philadelphia City","Jul 7,2025","Oct 31,2026",-75.1699621,39.9499674
"1636",51684,"R4117","Restaurant (Liquor)","Active","2647 JASPER, INC.","THREE MONKEYS CAFE","9645-47 JAMES ST, PHILADELPHIA PA 19114-3017","9645-47 JAMES ST, PHILADELPHIA PA 19114-3017",NA,"GAVIN P WOLFE","Philadelphia County","Philadelphia City","Jan 6,2026","Oct 31,2026",-74.9839279,40.0538352
